"","Instrument.Serial.Num","Reading..","Date","Time","Method.Name","User.Factor.Name","Test.Label","Collimation.Status","Latitude","Longitude","Units","Mg.Compound","Mg.Compound.Level","Mg.Compound.Error","Mg.Concentration","Mg.Error1s","Al.Compound","Al.Compound.Level","Al.Compound.Error","Al.Concentration","Al.Error1s","Si.Compound","Si.Compound.Level","Si.Compound.Error","Si.Concentration","Si.Error1s","P.Compound","P.Compound.Level","P.Compound.Error","P.Concentration","P.Error1s","S.Compound","S.Compound.Level","S.Compound.Error","S.Concentration","S.Error1s","K.Compound","K.Compound.Level","K.Compound.Error","K.Concentration","K.Error1s","Ca.Compound","Ca.Compound.Level","Ca.Compound.Error","Ca.Concentration","Ca.Error1s","Ti.Compound","Ti.Compound.Level","Ti.Compound.Error","Ti.Concentration","Ti.Error1s","V.Compound","V.Compound.Level","V.Compound.Error","V.Concentration","V.Error1s","Cr.Compound","Cr.Compound.Level","Cr.Compound.Error","Cr.Concentration","Cr.Error1s","Mn.Compound","Mn.Compound.Level","Mn.Compound.Error","Mn.Concentration","Mn.Error1s","Fe.Compound","Fe.Compound.Level","Fe.Compound.Error","Fe.Concentration","Fe.Error1s","Co.Compound","Co.Compound.Level","Co.Compound.Error","Co.Concentration","Co.Error1s","Ni.Compound","Ni.Compound.Level","Ni.Compound.Error","Ni.Concentration","Ni.Error1s","Cu.Compound","Cu.Compound.Level","Cu.Compound.Error","Cu.Concentration","Cu.Error1s","Zn.Compound","Zn.Compound.Level","Zn.Compound.Error","Zn.Concentration","Zn.Error1s","As.Compound","As.Compound.Level","As.Compound.Error","As.Concentration","As.Error1s","Se.Compound","Se.Compound.Level","Se.Compound.Error","Se.Concentration","Se.Error1s","Rb.Compound","Rb.Compound.Level","Rb.Compound.Error","Rb.Concentration","Rb.Error1s","Sr.Compound","Sr.Compound.Level","Sr.Compound.Error","Sr.Concentration","Sr.Error1s","Y.Compound","Y.Compound.Level","Y.Compound.Error","Y.Concentration","Y.Error1s","Zr.Compound","Zr.Compound.Level","Zr.Compound.Error","Zr.Concentration","Zr.Error1s","Nb.Compound","Nb.Compound.Level","Nb.Compound.Error","Nb.Concentration","Nb.Error1s","Mo.Compound","Mo.Compound.Level","Mo.Compound.Error","Mo.Concentration","Mo.Error1s","Ag.Compound","Ag.Compound.Level","Ag.Compound.Error","Ag.Concentration","Ag.Error1s","Cd.Compound","Cd.Compound.Level","Cd.Compound.Error","Cd.Concentration","Cd.Error1s","Sn.Compound","Sn.Compound.Level","Sn.Compound.Error","Sn.Concentration","Sn.Error1s","Sb.Compound","Sb.Compound.Level","Sb.Compound.Error","Sb.Concentration","Sb.Error1s","Ba.Compound","Ba.Compound.Level","Ba.Compound.Error","Ba.Concentration","Ba.Error1s","W.Compound","W.Compound.Level","W.Compound.Error","W.Concentration","W.Error1s","Hg.Compound","Hg.Compound.Level","Hg.Compound.Error","Hg.Concentration","Hg.Error1s","Pb.Compound","Pb.Compound.Level","Pb.Compound.Error","Pb.Concentration","Pb.Error1s","Bi.Compound","Bi.Compound.Level","Bi.Compound.Error","Bi.Concentration","Bi.Error1s","Th.Compound","Th.Compound.Level","Th.Compound.Error","Th.Concentration","Th.Error1s","U.Compound","U.Compound.Level","U.Compound.Error","U.Concentration","U.Error1s","LE.Compound","LE.Compound.Level","LE.Compound.Error","LE.Concentration","LE.Error1s","Notes","Operator","Project.No","Sample.ID","Sample.Type","Real.Time.1","Real.Time.2"
"243",804967,55,"2020-02-07","11:46:50","Geochem(2)","Trial",55,"No",NA,NA,"PPM",NA,NA,NA,15045,1069,NA,NA,NA,92606,457,"SiO2",809611,1602.9,378464,749,NA,NA,NA,651,32,NA,NA,NA,0,51,"K2O",38844.5,94.712,32247,79,NA,NA,NA,20195,52,"TiO2",4113.48,157.366,2466,94,NA,NA,NA,0,32,NA,NA,NA,0,17,NA,NA,NA,421,13,"Fe2O3",31122.1,98.1791,21768,69,NA,NA,NA,54,15,NA,NA,NA,34,3,NA,NA,NA,45,3,NA,NA,NA,67,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,129,1,NA,NA,NA,432,2,NA,NA,NA,8,1,NA,NA,NA,199,1,NA,NA,NA,6,1,NA,NA,NA,0,2,NA,NA,NA,12,4,NA,NA,NA,0,7,NA,NA,NA,0,11,NA,NA,NA,0,14,NA,NA,NA,1390,155,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,6,NA,NA,NA,9,2,NA,NA,NA,0,3,NA,NA,NA,433739,956,"deb","MPE","19-1224-004","EdRl-45:01","Chip",60,60
"244",804967,56,"2020-02-07","11:49:58","Geochem(2)","Trial",56,"No",NA,NA,"PPM",NA,NA,NA,13437,1437,NA,NA,NA,62718,461,"SiO2",582344,1615.04,272225,755,NA,NA,NA,945,35,NA,NA,NA,857,35,"K2O",28003.4,90.4602,23247,75,NA,NA,NA,23832,71,"TiO2",5384.8,168.358,3228,101,NA,NA,NA,74,24,NA,NA,NA,85,13,NA,NA,NA,610,15,"Fe2O3",40915.4,139.601,28618,98,NA,NA,NA,110,17,NA,NA,NA,49,4,NA,NA,NA,153,4,NA,NA,NA,441,5,NA,NA,NA,92,6,NA,NA,NA,0,1,NA,NA,NA,122,1,NA,NA,NA,233,2,NA,NA,NA,36,1,NA,NA,NA,299,2,NA,NA,NA,20,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,60,5,NA,NA,NA,0,13,NA,NA,NA,37,9,NA,NA,NA,535,153,NA,NA,NA,0,6,NA,NA,NA,10,2,NA,NA,NA,1365,7,NA,NA,NA,0,7,NA,NA,NA,9,3,NA,NA,NA,0,3,NA,NA,NA,566552,1248,"montana","MPE","19-1224-004","0","Chip",60,60
"245",804967,57,"2020-02-07","11:52:58","Geochem(2)","Trial",57,"No",NA,NA,"PPM",NA,NA,NA,27164,1438,NA,NA,NA,78954,496,"SiO2",692576,1743.06,323755,815,NA,NA,NA,1136,38,NA,NA,NA,0,70,"K2O",37882.9,110.058,31449,91,NA,NA,NA,19989,60,"TiO2",4333.75,179.931,2598,108,NA,NA,NA,0,37,NA,NA,NA,52,13,NA,NA,NA,354,14,"Fe2O3",31993,114.063,22377,80,NA,NA,NA,60,16,NA,NA,NA,21,4,NA,NA,NA,37,3,NA,NA,NA,62,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,141,1,NA,NA,NA,377,2,NA,NA,NA,12,1,NA,NA,NA,223,2,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,12,4,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,17,NA,NA,NA,977,176,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,7,NA,NA,NA,14,3,NA,NA,NA,0,3,NA,NA,NA,490213,1177,"deb","MPE","19-1224-004","EdRl-22:14","Chip",60,60
"246",804967,58,"2020-02-07","11:55:42","Geochem(2)","Trial",58,"No",NA,NA,"PPM",NA,NA,NA,5959,1682,NA,NA,NA,71028,540,"SiO2",639001,1926.58,298710,901,NA,NA,NA,557,41,NA,NA,NA,0,92,"K2O",37648.1,127.816,31254,106,NA,NA,NA,18571,66,"TiO2",4506.36,196.905,2701,118,NA,NA,NA,0,41,NA,NA,NA,0,21,NA,NA,NA,348,15,"Fe2O3",30828.7,127.12,21563,89,NA,NA,NA,86,17,NA,NA,NA,18,4,NA,NA,NA,34,3,NA,NA,NA,60,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,140,1,NA,NA,NA,380,2,NA,NA,NA,12,1,NA,NA,NA,221,2,NA,NA,NA,13,1,NA,NA,NA,0,3,NA,NA,NA,0,8,NA,NA,NA,0,10,NA,NA,NA,0,16,NA,NA,NA,0,20,NA,NA,NA,1160,193,NA,NA,NA,10,3,NA,NA,NA,0,3,NA,NA,NA,6,2,NA,NA,NA,0,8,NA,NA,NA,27,3,NA,NA,NA,0,3,NA,NA,NA,547138,1393,"deb","MPE","19-1224-004","EdRl-22:14","Chip",60,60
"247",804967,59,"2020-02-07","11:58:23","Geochem(2)","Trial",59,"No",NA,NA,"PPM",NA,NA,NA,9996,1363,NA,NA,NA,78945,497,"SiO2",698432,1756.42,326492,821,NA,NA,NA,708,37,NA,NA,NA,0,71,"K2O",37664,110.249,31267,92,NA,NA,NA,21458,64,"TiO2",4696.54,180.862,2815,108,NA,NA,NA,0,37,NA,NA,NA,52,14,NA,NA,NA,217,13,"Fe2O3",28457.8,106.515,19905,75,NA,NA,NA,68,15,NA,NA,NA,28,4,NA,NA,NA,34,3,NA,NA,NA,74,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,88,1,NA,NA,NA,553,2,NA,NA,NA,5,1,NA,NA,NA,174,2,NA,NA,NA,4,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,17,NA,NA,NA,1300,177,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,7,NA,NA,NA,10,3,NA,NA,NA,0,3,NA,NA,NA,505793,1174,"formal","MPE","19-1224-004","EdRl-22:34","Chip",60,60
"248",804967,60,"2020-02-07","12:00:45","Geochem(2)","Trial",60,"No",NA,NA,"PPM",NA,NA,NA,17440,1286,NA,NA,NA,68757,446,"SiO2",739304,1725.32,345598,807,NA,NA,NA,3120,45,NA,NA,NA,0,65,"K2O",30614.8,89.1649,25415,74,NA,NA,NA,24502,66,"TiO2",4221.37,171.612,2530,103,NA,NA,NA,0,35,NA,NA,NA,57,13,NA,NA,NA,322,13,"Fe2O3",28731.2,101.813,20096,71,NA,NA,NA,76,15,NA,NA,NA,34,4,NA,NA,NA,49,3,NA,NA,NA,73,2,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,87,1,NA,NA,NA,556,2,NA,NA,NA,5,1,NA,NA,NA,168,1,NA,NA,NA,0,2,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,1203,167,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,7,NA,NA,NA,11,3,NA,NA,NA,0,3,NA,NA,NA,489886,1103,"formal","MPE","19-1224-004","EdRl-22:34","Chip",60,60
"249",804967,61,"2020-02-07","12:03:18","Geochem(2)","Trial",61,"No",NA,NA,"PPM",NA,NA,NA,11966,1297,NA,NA,NA,96568,521,"SiO2",692167,1686.59,323563,788,NA,NA,NA,794,38,NA,NA,NA,0,66,"K2O",24307.7,77.2932,20179,64,NA,NA,NA,32167,84,"TiO2",8609.36,192.382,5161,115,NA,NA,NA,94,27,NA,NA,NA,0,20,NA,NA,NA,616,16,"Fe2O3",54026,164.205,37788,115,NA,NA,NA,122,21,NA,NA,NA,14,4,NA,NA,NA,30,3,NA,NA,NA,66,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,67,1,NA,NA,NA,417,2,NA,NA,NA,20,1,NA,NA,NA,181,2,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,949,166,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,469217,1142,"exped tool","MPE","19-1224-004","EdRl-22:13","Chip",60,60
"250",804967,62,"2020-02-07","12:05:56","Geochem(2)","Trial",62,"No",NA,NA,"PPM",NA,NA,NA,12842,1408,NA,NA,NA,94328,539,"SiO2",661509,1733.77,309232,810,NA,NA,NA,979,40,NA,NA,NA,0,74,"K2O",22100.7,76.1529,18347,63,NA,NA,NA,32119,89,"TiO2",8698.57,199.617,5214,120,NA,NA,NA,0,42,NA,NA,NA,49,14,NA,NA,NA,645,17,"Fe2O3",54733.3,174.344,38283,122,NA,NA,NA,127,21,NA,NA,NA,19,4,NA,NA,NA,30,3,NA,NA,NA,68,2,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,65,1,NA,NA,NA,409,2,NA,NA,NA,19,1,NA,NA,NA,184,2,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,17,NA,NA,NA,684,172,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,486339,1217,"exped tool","MPE","19-1224-004","EdRl-22:13","Chip",60,60
"251",804967,63,"2020-02-07","12:08:46","Geochem(2)","Trial",63,"No",NA,NA,"PPM",NA,NA,NA,12152,1510,NA,NA,NA,85612,538,"SiO2",651918,1802.37,304749,843,NA,NA,NA,614,40,NA,NA,NA,0,82,"K2O",22221,79.9827,18447,66,NA,NA,NA,30455,89,"TiO2",5888.62,191.8,3530,115,NA,NA,NA,0,40,NA,NA,NA,57,14,NA,NA,NA,716,18,"Fe2O3",43475.7,152.559,30409,107,NA,NA,NA,158,20,NA,NA,NA,38,4,NA,NA,NA,37,3,NA,NA,NA,62,2,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,27,1,NA,NA,NA,441,2,NA,NA,NA,15,1,NA,NA,NA,103,1,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,35,8,NA,NA,NA,53,10,NA,NA,NA,618,174,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,7,NA,NA,NA,12,3,NA,NA,NA,0,3,NA,NA,NA,511645,1279,"formal","MPE","19-1224-004","EdRl-22:31","Chip",60,60
"252",804967,64,"2020-02-07","12:11:54","Geochem(2)","Trial",64,"No",NA,NA,"PPM",NA,NA,NA,12039,1451,NA,NA,NA,85566,524,"SiO2",638496,1722.85,298474,805,NA,NA,NA,680,38,NA,NA,NA,0,80,"K2O",21574.2,75.9108,17910,63,NA,NA,NA,31102,88,"TiO2",6098.97,187.116,3656,112,NA,NA,NA,0,39,NA,NA,NA,83,14,NA,NA,NA,742,18,"Fe2O3",45847.2,154.244,32068,108,NA,NA,NA,112,19,NA,NA,NA,45,4,NA,NA,NA,33,3,NA,NA,NA,56,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,27,1,NA,NA,NA,458,2,NA,NA,NA,16,1,NA,NA,NA,105,1,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,18,NA,NA,NA,0,631,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,6,1,NA,NA,NA,0,7,NA,NA,NA,11,3,NA,NA,NA,0,3,NA,NA,NA,516798,1241,"formal","MPE","19-1224-004","EdRl-22:31","Chip",60,60
"253",804967,65,"2020-02-07","12:14:48","Geochem(2)","Trial",65,"No",NA,NA,"PPM",NA,NA,NA,15420,1257,NA,NA,NA,104642,531,"SiO2",873059,1878.42,408124,878,NA,NA,NA,1129,43,NA,NA,NA,0,60,"K2O",35160.8,99.3351,29189,82,NA,NA,NA,24456,67,"TiO2",4985.85,183.139,2989,110,NA,NA,NA,0,38,NA,NA,NA,41,14,NA,NA,NA,283,14,"Fe2O3",30032.4,108.168,21006,76,NA,NA,NA,82,16,NA,NA,NA,19,4,NA,NA,NA,78,3,NA,NA,NA,75,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,90,1,NA,NA,NA,563,2,NA,NA,NA,5,1,NA,NA,NA,169,2,NA,NA,NA,0,2,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,16,NA,NA,NA,1033,174,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,7,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,390594,1044,"formal small","MPE","19-1224-004","EdRl-22:63","Chip",60,60
"254",804967,66,"2020-02-07","12:17:24","Geochem(2)","Trial",66,"No",NA,NA,"PPM",NA,NA,NA,21858,1199,NA,NA,NA,94670,483,"SiO2",738477,1613.04,345212,754,NA,NA,NA,1727,39,NA,NA,NA,129,32,"K2O",31511.2,85.9553,26159,71,NA,NA,NA,27465,68,"TiO2",4934.35,164.323,2958,98,NA,NA,NA,0,34,NA,NA,NA,66,13,NA,NA,NA,328,13,"Fe2O3",31768.6,104.132,22220,73,NA,NA,NA,49,15,NA,NA,NA,35,4,NA,NA,NA,78,3,NA,NA,NA,75,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,89,1,NA,NA,NA,564,2,NA,NA,NA,5,1,NA,NA,NA,173,1,NA,NA,NA,0,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1154,157,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,6,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,454973,1031,"formal small","MPE","19-1224-004","EdRl-22:63","Chip",60,60
"255",804967,67,"2020-02-07","12:19:55","Geochem(2)","Trial",67,"No",NA,NA,"PPM",NA,NA,NA,7937,1193,NA,NA,NA,86678,483,"SiO2",752086,1693.49,351573,792,NA,NA,NA,596,34,NA,NA,NA,0,62,"K2O",39347.1,105.369,32664,87,NA,NA,NA,18166,53,"TiO2",3826.32,167.798,2294,101,NA,NA,NA,0,34,NA,NA,NA,57,13,NA,NA,NA,431,13,"Fe2O3",26919,96.4104,18828,67,NA,NA,NA,97,14,NA,NA,NA,27,4,NA,NA,NA,47,3,NA,NA,NA,63,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,126,1,NA,NA,NA,418,2,NA,NA,NA,7,1,NA,NA,NA,188,2,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,1336,167,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,7,NA,NA,NA,12,3,NA,NA,NA,4,1,NA,NA,NA,478429,1067,"formal ","MPE","19-1224-004","EdRl-22:61","Chip",60,60
"256",804967,68,"2020-02-07","12:22:25","Geochem(2)","Trial",68,"No",NA,NA,"PPM",NA,NA,NA,10338,1236,NA,NA,NA,85530,488,"SiO2",752125,1723.13,351592,806,NA,NA,NA,703,36,NA,NA,NA,0,64,"K2O",39937.2,108.392,33154,90,NA,NA,NA,17894,53,"TiO2",3397.08,170.474,2036,102,NA,NA,NA,0,34,NA,NA,NA,0,18,NA,NA,NA,354,13,"Fe2O3",26369.9,96.4168,18444,67,NA,NA,NA,80,14,NA,NA,NA,21,4,NA,NA,NA,39,3,NA,NA,NA,60,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,125,1,NA,NA,NA,415,2,NA,NA,NA,9,1,NA,NA,NA,192,2,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,1289,169,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,10,3,NA,NA,NA,0,3,NA,NA,NA,477689,1085,"formal ","MPE","19-1224-004","EdRl-22:61","Chip",60,60
"257",804967,69,"2020-02-07","12:24:52","Geochem(2)","Trial",69,"No",NA,NA,"PPM",NA,NA,NA,5423,1559,NA,NA,NA,72169,521,"SiO2",661800,1876.89,309368,877,NA,NA,NA,552,39,NA,NA,NA,0,86,"K2O",37236.1,120.721,30912,100,NA,NA,NA,17319,60,"TiO2",3843.11,187.396,2304,112,NA,NA,NA,0,39,NA,NA,NA,49,15,NA,NA,NA,357,15,"Fe2O3",27116.9,111.466,18967,78,NA,NA,NA,75,16,NA,NA,NA,0,6,NA,NA,NA,43,3,NA,NA,NA,57,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,126,1,NA,NA,NA,428,2,NA,NA,NA,6,1,NA,NA,NA,186,2,NA,NA,NA,11,1,NA,NA,NA,6,1,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,1188,188,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,8,NA,NA,NA,26,3,NA,NA,NA,0,3,NA,NA,NA,540414,1313,"formal ","MPE","19-1224-004","EdRl-22:62","Chip",60,60
"258",804967,70,"2020-02-07","12:27:15","Geochem(2)","Trial",70,"No",NA,NA,"PPM",NA,NA,NA,4968,1358,NA,NA,NA,79799,504,"SiO2",709684,1797.8,331752,840,NA,NA,NA,534,37,NA,NA,NA,0,73,"K2O",37385.4,111.186,31036,92,NA,NA,NA,18005,57,"TiO2",3596.35,180.592,2156,108,NA,NA,NA,0,37,NA,NA,NA,45,14,NA,NA,NA,360,14,"Fe2O3",27405.9,105.03,19169,73,NA,NA,NA,97,15,NA,NA,NA,26,4,NA,NA,NA,55,3,NA,NA,NA,64,2,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,123,1,NA,NA,NA,425,2,NA,NA,NA,7,1,NA,NA,NA,186,2,NA,NA,NA,10,1,NA,NA,NA,0,3,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,24,7,NA,NA,NA,0,18,NA,NA,NA,1092,180,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,7,1,NA,NA,NA,0,7,NA,NA,NA,20,3,NA,NA,NA,0,3,NA,NA,NA,510035,1184,"formal ","MPE","19-1224-004","EdRl-22:62","Chip",60,60
"259",804967,71,"2020-02-07","12:29:52","Geochem(2)","Trial",71,"No",NA,NA,"PPM",NA,NA,NA,12269,950,NA,NA,NA,100212,444,"SiO2",904545,1576.34,422843,737,NA,NA,NA,596,32,NA,NA,NA,0,46,"K2O",40851.8,91.896,33913,76,NA,NA,NA,21287,51,"TiO2",3825.91,155.823,2293,93,NA,NA,NA,0,32,NA,NA,NA,0,17,NA,NA,NA,347,13,"Fe2O3",29166,90.4781,20400,63,NA,NA,NA,85,14,NA,NA,NA,21,3,NA,NA,NA,45,3,NA,NA,NA,62,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,129,1,NA,NA,NA,434,2,NA,NA,NA,9,1,NA,NA,NA,193,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,7,NA,NA,NA,0,12,NA,NA,NA,0,14,NA,NA,NA,1330,154,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,8,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,383514,865,"formal small","MPE","19-1224-004","EdRl-22:39","Chip",60,60
"260",804967,72,"2020-02-07","12:32:36","Geochem(2)","Trial",72,"No",NA,NA,"PPM",NA,NA,NA,10865,1008,NA,NA,NA,93991,452,"SiO2",852342,1608.16,398439,752,NA,NA,NA,768,34,NA,NA,NA,0,50,"K2O",40253.8,95.3794,33417,79,NA,NA,NA,23853,57,"TiO2",3857.28,158.016,2312,95,NA,NA,NA,0,32,NA,NA,NA,0,17,NA,NA,NA,348,13,"Fe2O3",27734.3,90.8281,19399,64,NA,NA,NA,52,14,NA,NA,NA,25,3,NA,NA,NA,46,3,NA,NA,NA,66,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,127,1,NA,NA,NA,434,2,NA,NA,NA,8,1,NA,NA,NA,190,1,NA,NA,NA,5,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,12,NA,NA,NA,0,15,NA,NA,NA,1488,158,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,6,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,414153,925,"formal small","MPE","19-1224-004","EdRl-22:39","Chip",60,60
"261",804967,73,"2020-02-07","12:35:57","Geochem(2)","Trial",73,"No",NA,NA,"PPM",NA,NA,NA,9365,1313,NA,NA,NA,91928,519,"SiO2",697952,1721.1,326268,805,NA,NA,NA,687,37,NA,NA,NA,0,70,"K2O",31171.8,93.9791,25877,78,NA,NA,NA,22322,64,"TiO2",5261.61,184.007,3154,110,NA,NA,NA,0,39,NA,NA,NA,60,14,NA,NA,NA,261,13,"Fe2O3",32184.9,114.14,22512,80,NA,NA,NA,104,16,NA,NA,NA,29,4,NA,NA,NA,81,3,NA,NA,NA,72,2,NA,NA,NA,6,1,NA,NA,NA,0,1,NA,NA,NA,84,1,NA,NA,NA,613,3,NA,NA,NA,4,1,NA,NA,NA,178,2,NA,NA,NA,6,1,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,9,NA,NA,NA,0,14,NA,NA,NA,0,17,NA,NA,NA,1210,177,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,6,1,NA,NA,NA,0,7,NA,NA,NA,9,3,NA,NA,NA,0,3,NA,NA,NA,495164,1151,"formal","MPE","19-1224-004","EdRl-22:68","Chip",60,60
"262",804967,74,"2020-02-07","12:38:28","Geochem(2)","Trial",74,"No",NA,NA,"PPM",NA,NA,NA,14154,1255,NA,NA,NA,102344,526,"SiO2",699797,1659.13,327130,776,NA,NA,NA,1139,38,NA,NA,NA,0,67,"K2O",28791.2,85.5284,23901,71,NA,NA,NA,23466,64,"TiO2",5676.6,186.272,3403,112,NA,NA,NA,0,38,NA,NA,NA,87,14,NA,NA,NA,372,14,"Fe2O3",33872.8,114.92,23692,80,NA,NA,NA,99,16,NA,NA,NA,36,4,NA,NA,NA,79,3,NA,NA,NA,77,2,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,84,1,NA,NA,NA,619,3,NA,NA,NA,5,1,NA,NA,NA,180,2,NA,NA,NA,0,2,NA,NA,NA,0,2,NA,NA,NA,0,7,NA,NA,NA,0,8,NA,NA,NA,0,14,NA,NA,NA,0,17,NA,NA,NA,1498,178,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,9,1,NA,NA,NA,0,7,NA,NA,NA,0,4,NA,NA,NA,0,3,NA,NA,NA,477620,1107,"formal","MPE","19-1224-004","EdRl-22:68","Chip",60,60
