ID,Instrument Serial Num,Reading .,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude,Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Au Compound,Au Compound Level,Au Compound Error,Au Concentration,Au Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Notes,Operator,Project No,Sample ID,Sample Type
369,800888,67,2019-10-08,16:59:46,geoChem-Extra-CoFix,,67,No,,,PPM,,,,0,4680,,,,68437,714,,,,266524,843,,,,187,55,,,,0,77,,,,28009,104,,,,14790,61,,,,2886,91,,,,146,12,,,,0,21,,,,458,17,,,,19586,87,,,,63,20,,,,17,3,,,,34,3,,,,63,2,,,,0,2,,,,0,1,,,,125,1,,,,407,2,,,,10,1,,,,220,2,,,,14,1,,,,7,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,10,,,,0,40,,,,0,4,,,,19,1,,,,0,7,,,,22,3,,,,5,2,,,,597972,1192,SCH-T4,nhw,19-1284,xrf-02,Chip
369,800888,68,2019-10-08,17:02:10,geoChem-Extra-CoFix,,68,No,,,PPM,,,,0,4180,,,,70933,708,,,,294310,874,,,,0,97,,,,0,70,,,,29622,106,,,,14102,59,,,,2822,91,,,,141,12,,,,0,21,,,,401,16,,,,18185,82,,,,99,20,,,,13,3,,,,35,3,,,,61,2,,,,0,2,,,,0,1,,,,126,1,,,,411,2,,,,8,1,,,,200,2,,,,11,1,,,,9,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,10,,,,0,41,,,,0,4,,,,18,1,,,,0,7,,,,25,3,,,,0,4,,,,568468,1197,SCH-T4,nhw,19-1284,xrf-02,Chip
369,800888,69,2019-10-08,17:04:18,geoChem-Extra-CoFix,,69,No,,,PPM,,,,0,3306,,,,77292,663,,,,319250,833,,,,0,79,,,,0,56,,,,30281,98,,,,14479,56,,,,2949,87,,,,135,11,,,,0,19,,,,461,16,,,,18240,76,,,,86,18,,,,18,3,,,,35,3,,,,62,2,,,,5,1,,,,0,1,,,,123,1,,,,411,2,,,,9,1,,,,200,2,,,,11,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,20,,,,0,9,,,,0,37,,,,0,4,,,,13,1,,,,0,7,,,,17,3,,,,8,1,,,,535915,1121,SCH-T4,nhw,19-1284,xrf-03,Chip
369,800888,70,2019-10-08,17:07:16,geoChem-Extra-CoFix,,70,No,,,PPM,,,,0,4267,,,,70809,688,,,,250918,778,,,,419,51,,,,0,73,,,,26841,96,,,,16900,63,,,,3994,96,,,,159,12,,,,52,14,,,,489,16,,,,22191,91,,,,0,33,,,,24,3,,,,33,3,,,,75,2,,,,5,1,,,,0,1,,,,134,1,,,,445,2,,,,11,1,,,,215,2,,,,12,1,,,,5,1,,,,0,9,,,,0,10,,,,0,16,,,,0,20,,,,0,9,,,,0,38,,,,0,4,,,,16,1,,,,0,7,,,,25,3,,,,4,1,,,,606224,1136,SCH-T4,nhw,19-1284,xrf-03,Chip
369,800888,71,2019-10-08,17:15:27,geoChem-Extra-CoFix,,71,No,,,PPM,,,,0,2407,,,,0,488,,,,352571,850,,,,0,74,,,,842,31,,,,0,65,,,,82334,191,,,,0,58,,,,0,11,,,,0,16,,,,0,168,,,,876,15,,,,0,8,,,,0,5,,,,0,3,,,,17,1,,,,3,1,,,,0,1,,,,0,1,,,,584,3,,,,0,1,,,,71,1,,,,0,2,,,,0,2,,,,0,9,,,,0,11,,,,0,15,,,,0,19,,,,0,8,,,,0,38,,,,0,4,,,,0,2,,,,0,6,,,,0,5,,,,0,3,,,,562703,998,glass,nhw,19-1230-054,T01-017,Chip
369,800888,72,2019-10-08,17:21:03,geoChem-Extra-CoFix,,72,No,,,PPM,,,,0,2363,,,,0,463,,,,351155,834,,,,0,73,,,,933,30,,,,0,65,,,,83314,189,,,,179,53,,,,0,11,,,,0,16,,,,0,169,,,,1145,17,,,,0,8,,,,0,5,,,,0,3,,,,17,1,,,,4,1,,,,0,1,,,,0,1,,,,585,3,,,,0,1,,,,73,1,,,,0,2,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,8,,,,0,36,,,,0,4,,,,0,2,,,,0,6,,,,0,5,,,,0,3,,,,562594,981,glass,nhw,19-1230-054,T01-017,Chip
369,800888,73,2019-10-08,17:24:49,geoChem-Extra-CoFix,,73,No,,,PPM,,,,0,3067,,,,84411,662,,,,299639,780,,,,416,49,,,,0,55,,,,29549,93,,,,15463,56,,,,3202,85,,,,157,11,,,,0,19,,,,444,15,,,,20479,79,,,,121,19,,,,12,3,,,,39,3,,,,67,2,,,,0,2,,,,0,1,,,,126,1,,,,439,2,,,,7,1,,,,194,2,,,,8,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,37,,,,0,4,,,,18,1,,,,0,6,,,,17,3,,,,5,1,,,,545187,1086,SC4 fireguard,nhw,19-1284,xrf-04,Chip
369,800888,74,2019-10-08,17:26:51,geoChem-Extra-CoFix,,74,No,,,PPM,,,,0,3976,,,,78496,688,,,,281255,803,,,,1598,58,,,,0,68,,,,28194,96,,,,13847,55,,,,3199,89,,,,119,11,,,,0,20,,,,427,15,,,,20142,83,,,,0,31,,,,26,3,,,,36,3,,,,67,2,,,,0,2,,,,0,1,,,,120,1,,,,425,2,,,,7,1,,,,187,2,,,,8,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,20,,,,0,9,,,,0,38,,,,0,4,,,,18,1,,,,0,7,,,,20,3,,,,0,4,,,,571810,1132,SC4 fireguard,nhw,19-1284,xrf-04,Chip
369,800888,75,2019-10-08,17:29:39,geoChem-Extra-CoFix,,75,No,,,PPM,,,,0,6342,,,,47021,726,,,,244619,913,,,,0,142,,,,0,113,,,,21276,97,,,,17112,75,,,,3214,103,,,,123,13,,,,0,24,,,,309,16,,,,16899,89,,,,113,21,,,,16,4,,,,84,4,,,,72,3,,,,0,2,,,,0,1,,,,91,1,,,,530,3,,,,6,1,,,,180,2,,,,11,1,,,,14,2,,,,0,11,,,,0,13,,,,0,19,,,,0,24,,,,0,11,,,,0,45,,,,0,5,,,,17,2,,,,0,8,,,,32,4,,,,6,2,,,,648256,1261,SC4 fireguard,nhw,19-1284,xrf-05,Chip
369,800888,76,2019-10-08,17:31:45,geoChem-Extra-CoFix,,76,No,,,PPM,,,,0,6908,,,,56976,796,,,,230464,911,,,,0,160,,,,0,117,,,,21875,103,,,,14928,71,,,,3479,108,,,,119,13,,,,0,24,,,,334,17,,,,19669,101,,,,0,37,,,,22,4,,,,82,4,,,,68,3,,,,0,2,,,,0,1,,,,90,1,,,,517,3,,,,6,1,,,,175,2,,,,9,1,,,,13,2,,,,0,11,,,,0,13,,,,0,19,,,,0,24,,,,0,11,,,,0,48,,,,0,5,,,,16,2,,,,0,8,,,,32,4,,,,0,4,,,,651127,1314,SC4 fireguard,nhw,19-1284,xrf-05,Chip
369,800888,77,2019-10-08,17:34:48,geoChem-Extra-CoFix,,77,No,,,PPM,,,,0,3627,,,,75059,680,,,,309536,849,,,,0,84,,,,0,61,,,,29820,101,,,,14596,58,,,,2876,88,,,,147,11,,,,45,14,,,,435,16,,,,18477,79,,,,81,19,,,,14,3,,,,49,3,,,,59,2,,,,4,1,,,,0,1,,,,123,1,,,,428,2,,,,9,1,,,,198,2,,,,12,1,,,,0,2,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,39,,,,5,2,,,,16,1,,,,0,7,,,,21,3,,,,0,4,,,,547990,1151,SC4 fireguard,nhw,19-1284,xrf-06,Chip
369,800888,78,2019-10-08,17:43:04,geoChem-Extra-CoFix,,78,No,,,PPM,,,,0,3708,,,,76845,692,,,,310569,857,,,,0,86,,,,0,62,,,,29465,101,,,,14262,57,,,,2693,87,,,,125,11,,,,0,20,,,,412,16,,,,18164,78,,,,128,19,,,,15,3,,,,42,3,,,,60,2,,,,0,2,,,,0,1,,,,120,1,,,,427,2,,,,8,1,,,,195,2,,,,10,1,,,,0,2,,,,0,10,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,39,,,,0,4,,,,16,1,,,,0,7,,,,22,3,,,,0,4,,,,546422,1160,SC4 fireguard,nhw,19-1284,xrf-06,Chip
369,800888,79,2019-10-08,17:46:09,geoChem-Extra-CoFix,,79,No,,,PPM,,,,0,4963,,,,62693,733,,,,222029,805,,,,353,57,,,,0,93,,,,22003,93,,,,20519,80,,,,4030,102,,,,143,12,,,,0,23,,,,551,18,,,,30430,127,,,,0,42,,,,45,4,,,,53,3,,,,80,3,,,,4,1,,,,0,1,,,,106,1,,,,486,3,,,,10,1,,,,189,2,,,,9,1,,,,8,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,9,,,,0,42,,,,0,4,,,,14,1,,,,0,7,,,,29,3,,,,7,2,,,,636210,1228,CL2-1-T1,nhw,19-1284,xrf-07,Chip
369,800888,80,2019-10-08,17:48:28,geoChem-Extra-CoFix,,80,No,,,PPM,,,,0,4211,,,,73378,699,,,,269509,821,,,,0,101,,,,0,69,,,,23656,89,,,,22351,77,,,,4448,102,,,,129,12,,,,54,14,,,,520,17,,,,28373,110,,,,100,23,,,,27,4,,,,49,3,,,,75,3,,,,0,2,,,,0,1,,,,105,1,,,,486,3,,,,11,1,,,,186,2,,,,6,1,,,,0,2,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,38,,,,0,4,,,,14,1,,,,0,7,,,,21,3,,,,0,4,,,,576503,1190,CL2-1-T1,nhw,19-1284,xrf-07,Chip
369,800888,81,2019-10-08,17:51:17,geoChem-Extra-CoFix,,81,No,,,PPM,,,,0,3063,,,,73961,643,,,,262232,741,,,,1057,53,,,,242,27,,,,23745,82,,,,37311,105,,,,3953,92,,,,170,11,,,,38,13,,,,602,17,,,,28641,103,,,,195,22,,,,28,3,,,,36,3,,,,80,2,,,,4,1,,,,0,1,,,,108,1,,,,512,3,,,,9,1,,,,182,2,,,,6,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,36,,,,0,4,,,,11,1,,,,0,6,,,,10,3,,,,0,3,,,,566867,1112,HKI-2-site9,nhw,19-1284,xrf-08,Chip
369,800888,82,2019-10-08,17:55:35,geoChem-Extra-CoFix,,82,No,,,PPM,,,,0,3520,,,,75498,657,,,,265828,758,,,,1173,55,,,,355,28,,,,24262,84,,,,35720,103,,,,3945,93,,,,145,11,,,,58,14,,,,579,17,,,,28959,105,,,,174,23,,,,31,4,,,,38,3,,,,80,3,,,,4,1,,,,0,1,,,,105,1,,,,519,3,,,,10,1,,,,182,2,,,,7,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,37,,,,0,4,,,,14,1,,,,0,6,,,,17,3,,,,0,3,,,,562297,1133,HKI-2-site9,nhw,19-1284,xrf-08,Chip
369,800888,1,2019-10-10,15:47:37,geoChem-Extra-CoFix,,1,No,,,PPM,,,,0,4110,,,,84155,782,,,,291651,879,,,,394,63,,,,0,68,,,,11364,60,,,,28562,92,,,,3134,93,,,,73,11,,,,55,14,,,,659,19,,,,27260,107,,,,178,24,,,,47,4,,,,34,3,,,,63,2,,,,0,1,,,,0,1,,,,23,1,,,,722,3,,,,12,1,,,,140,2,,,,5,1,,,,0,2,,,,0,10,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,40,,,,0,4,,,,9,1,,,,0,7,,,,10,3,,,,0,4,,,,551449,1234,debitage,nhw,18-1136-035,T01-04,Chip
369,800888,2,2019-10-10,15:49:23,geoChem-Extra-CoFix,,2,No,,,PPM,,,,0,3271,,,,95645,735,,,,306279,814,,,,1036,60,,,,0,55,,,,11080,54,,,,30024,87,,,,3260,88,,,,83,10,,,,0,19,,,,678,18,,,,28080,99,,,,184,22,,,,43,4,,,,36,3,,,,66,2,,,,0,1,,,,0,1,,,,23,1,,,,748,3,,,,12,1,,,,141,2,,,,0,2,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,36,,,,6,2,,,,9,1,,,,0,6,,,,0,5,,,,0,3,,,,522566,1140,debitage,nhw,18-1136-035,T01-04,Chip
369,800888,3,2019-10-10,15:51:24,geoChem-Extra-CoFix,,3,No,,,PPM,,,,0,3810,,,,85850,769,,,,295175,867,,,,210,61,,,,0,65,,,,11735,60,,,,29698,93,,,,3368,94,,,,74,11,,,,48,14,,,,590,18,,,,27413,106,,,,181,23,,,,29,4,,,,30,3,,,,61,2,,,,0,1,,,,0,1,,,,23,1,,,,739,3,,,,14,1,,,,142,2,,,,6,1,,,,0,2,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,38,,,,0,4,,,,10,1,,,,0,7,,,,12,3,,,,0,4,,,,544594,1218,debitage,nhw,18-1136-035,T01-05,Chip
369,800888,4,2019-10-10,15:53:38,geoChem-Extra-CoFix,,4,No,,,PPM,,,,0,4365,,,,78056,789,,,,278018,889,,,,435,65,,,,0,76,,,,11775,63,,,,28618,96,,,,3318,97,,,,82,11,,,,48,15,,,,624,19,,,,28098,113,,,,125,24,,,,33,4,,,,32,3,,,,61,2,,,,3,1,,,,0,1,,,,24,1,,,,734,4,,,,15,1,,,,144,2,,,,8,1,,,,5,1,,,,0,10,,,,0,11,,,,0,16,,,,0,21,,,,0,10,,,,0,41,,,,0,4,,,,7,1,,,,0,7,,,,20,3,,,,0,4,,,,569716,1264,debitage,nhw,18-1136-035,T01-05,Chip
369,800888,5,2019-10-10,15:56:19,geoChem-Extra-CoFix,,5,No,,,PPM,,,,0,2134,,,,100972,719,,,,529107,895,,,,0,46,,,,0,36,,,,46161,122,,,,2288,46,,,,916,72,,,,56,10,,,,0,20,,,,406,16,,,,15296,68,,,,97,19,,,,0,5,,,,0,4,,,,83,3,,,,15,1,,,,0,1,,,,159,1,,,,73,1,,,,46,1,,,,204,2,,,,11,1,,,,0,3,,,,0,9,,,,0,10,,,,0,13,,,,0,16,,,,0,9,,,,0,40,,,,6,2,,,,24,2,,,,0,7,,,,27,3,,,,7,1,,,,304045,977,obsidian,nhw,18-1136-035,T01-09,Chip
369,800888,6,2019-10-10,16:00:08,geoChem-Extra-CoFix,,6,No,,,PPM,,,,0,2332,,,,95623,741,,,,496386,943,,,,0,51,,,,0,40,,,,45455,127,,,,2650,46,,,,934,73,,,,52,10,,,,0,19,,,,420,17,,,,15398,71,,,,91,19,,,,0,5,,,,0,4,,,,84,3,,,,14,1,,,,0,1,,,,159,2,,,,74,1,,,,48,1,,,,206,2,,,,11,1,,,,0,3,,,,0,9,,,,0,10,,,,0,13,,,,0,16,,,,17,5,,,,0,40,,,,0,5,,,,25,2,,,,0,7,,,,27,3,,,,8,1,,,,342317,1069,obsidian,nhw,18-1136-035,T01-09,Chip
369,800888,7,2019-10-10,16:03:30,geoChem-Extra-CoFix,,7,No,,,PPM,,,,0,1459,,,,94932,449,,,,494509,575,,,,0,31,,,,0,25,,,,45372,77,,,,2578,28,,,,907,45,,,,56,6,,,,0,12,,,,405,10,,,,15369,43,,,,66,12,,,,0,3,,,,6,1,,,,82,2,,,,16,1,,,,0,1,,,,160,1,,,,75,1,,,,49,1,,,,204,1,,,,14,1,,,,0,2,,,,0,6,,,,0,6,,,,0,8,,,,0,10,,,,11,3,,,,0,23,,,,0,3,,,,24,1,,,,0,4,,,,26,2,,,,8,1,,,,345132,655,obsidian,nhw,18-1136-035,T01-09,Chip
369,800888,8,2019-10-10,16:07:52,geoChem-Extra-CoFix,,8,No,,,PPM,,,,0,1444,,,,102362,463,,,,529294,585,,,,0,32,,,,0,25,,,,43867,77,,,,1621,29,,,,887,47,,,,53,7,,,,0,13,,,,406,11,,,,14854,44,,,,87,12,,,,0,3,,,,0,2,,,,83,2,,,,12,1,,,,0,1,,,,156,1,,,,72,1,,,,49,1,,,,204,1,,,,12,1,,,,0,2,,,,0,6,,,,0,6,,,,0,9,,,,0,11,,,,0,6,,,,0,25,,,,0,3,,,,25,1,,,,0,5,,,,24,2,,,,10,1,,,,305923,641,obsidian,nhw,18-1136-035,T01-09,Chip
369,800888,9,2019-10-10,16:14:17,geoChem-Extra-CoFix,,9,No,,,PPM,,,,0,3824,,,,79961,755,,,,254359,787,,,,2760,69,,,,0,65,,,,33084,112,,,,32497,102,,,,2899,90,,,,107,11,,,,0,20,,,,793,20,,,,26330,104,,,,182,23,,,,32,4,,,,25,3,,,,70,3,,,,3,1,,,,0,1,,,,37,1,,,,755,4,,,,14,1,,,,147,2,,,,5,1,,,,0,2,,,,0,10,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,39,,,,0,4,,,,9,1,,,,0,7,,,,17,3,,,,0,4,,,,565914,1207,debitage,nhw,18-1136-035,T01-02,Chip
369,800888,10,2019-10-10,16:16:08,geoChem-Extra-CoFix,,10,No,,,PPM,,,,0,5722,,,,57620,796,,,,244286,915,,,,2600,82,,,,0,96,,,,21205,97,,,,30976,116,,,,2888,101,,,,74,12,,,,0,23,,,,712,22,,,,25939,120,,,,188,26,,,,43,5,,,,36,3,,,,72,3,,,,3,1,,,,0,1,,,,36,1,,,,723,4,,,,12,1,,,,137,2,,,,6,1,,,,9,2,,,,0,11,,,,0,12,,,,0,18,,,,0,24,,,,0,11,,,,0,45,,,,0,5,,,,7,1,,,,0,8,,,,23,4,,,,0,4,,,,612402,1348,debitage,nhw,18-1136-035,T01-02,Chip
369,800888,11,2019-10-10,16:18:31,geoChem-Extra-CoFix,,11,No,,,PPM,,,,0,3441,,,,90302,707,,,,301967,814,,,,1700,63,,,,0,59,,,,11447,55,,,,31442,91,,,,3434,90,,,,89,10,,,,0,19,,,,647,17,,,,28261,101,,,,174,23,,,,26,3,,,,34,3,,,,57,2,,,,0,1,,,,0,1,,,,24,1,,,,755,3,,,,12,1,,,,143,2,,,,3,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,36,,,,0,4,,,,9,1,,,,0,6,,,,0,5,,,,0,3,,,,529474,1147,debitage,nhw,18-1136-035,T01-01,Chip
369,800888,12,2019-10-10,16:20:31,geoChem-Extra-CoFix,,12,No,,,PPM,,,,0,4460,,,,77584,753,,,,269419,858,,,,1120,66,,,,0,79,,,,11638,61,,,,29819,98,,,,3461,97,,,,70,11,,,,46,14,,,,626,19,,,,27875,112,,,,198,24,,,,38,4,,,,30,3,,,,67,3,,,,0,2,,,,0,1,,,,23,1,,,,758,4,,,,13,1,,,,146,2,,,,7,1,,,,6,1,,,,0,10,,,,0,11,,,,0,16,,,,0,21,,,,0,9,,,,0,39,,,,0,4,,,,9,1,,,,0,7,,,,17,3,,,,0,4,,,,577031,1239,debitage,nhw,18-1136-035,T01-01,Chip
369,800888,13,2019-10-10,16:31:16,geoChem-Extra-CoFix,,13,No,,,PPM,,,,0,3770,,,,75659,710,,,,303298,847,,,,0,88,,,,0,61,,,,29554,100,,,,15778,60,,,,3063,90,,,,126,11,,,,0,20,,,,426,16,,,,18268,78,,,,70,19,,,,17,3,,,,51,3,,,,62,2,,,,0,2,,,,0,1,,,,123,1,,,,432,2,,,,9,1,,,,197,2,,,,11,1,,,,0,2,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,40,,,,0,4,,,,17,1,,,,0,7,,,,18,3,,,,5,1,,,,552816,1156,BVR cobble,nhw,geo,geo18,Chip
369,800888,14,2019-10-10,16:33:07,geoChem-Extra-CoFix,,14,No,,,PPM,,,,0,4261,,,,69599,742,,,,289843,884,,,,0,99,,,,0,72,,,,30428,110,,,,15319,63,,,,2945,94,,,,147,12,,,,0,22,,,,362,16,,,,17060,80,,,,156,20,,,,14,3,,,,49,3,,,,61,2,,,,5,1,,,,0,1,,,,121,1,,,,430,3,,,,10,1,,,,198,2,,,,10,1,,,,8,1,,,,0,10,,,,0,11,,,,0,17,,,,0,22,,,,0,10,,,,0,41,,,,0,5,,,,16,1,,,,0,7,,,,28,3,,,,5,2,,,,573185,1215,BVR cobble,nhw,geo,geo18,Chip
369,800888,15,2019-10-10,16:36:19,geoChem-Extra-CoFix,,15,No,,,PPM,,,,0,4417,,,,66671,735,,,,280373,870,,,,0,100,,,,0,74,,,,30563,110,,,,15614,64,,,,2956,93,,,,145,12,,,,0,21,,,,367,16,,,,17471,81,,,,121,19,,,,14,3,,,,43,3,,,,67,2,,,,4,1,,,,0,1,,,,123,1,,,,438,3,,,,10,1,,,,196,2,,,,13,1,,,,8,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,10,,,,0,42,,,,0,4,,,,18,1,,,,0,7,,,,31,3,,,,7,2,,,,584748,1205,BVR cobble,nhw,geo,geo19,Chip
369,800888,16,2019-10-10,16:39:31,geoChem-Extra-CoFix,,16,No,,,PPM,,,,0,3431,,,,77683,700,,,,312999,842,,,,0,80,,,,0,57,,,,32220,105,,,,15435,59,,,,3037,89,,,,142,11,,,,0,20,,,,281,14,,,,15692,70,,,,83,17,,,,0,5,,,,39,3,,,,55,2,,,,0,2,,,,0,1,,,,124,1,,,,433,2,,,,8,1,,,,194,2,,,,8,1,,,,4,1,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,39,,,,0,4,,,,16,1,,,,0,7,,,,23,3,,,,0,4,,,,541524,1138,BVR cobble,nhw,geo,geo19,Chip
369,800888,17,2019-10-10,16:41:45,geoChem-Extra-CoFix,,17,No,,,PPM,,,,0,4478,,,,82990,792,,,,260898,868,,,,404,63,,,,0,74,,,,19658,84,,,,34123,114,,,,4622,110,,,,113,12,,,,50,15,,,,1113,25,,,,42238,159,,,,203,31,,,,33,4,,,,37,3,,,,74,3,,,,6,1,,,,0,1,,,,82,1,,,,572,3,,,,19,1,,,,133,2,,,,10,1,,,,7,2,,,,0,10,,,,0,11,,,,0,16,,,,0,21,,,,0,9,,,,0,40,,,,0,4,,,,13,2,,,,0,7,,,,18,4,,,,0,4,,,,552582,1336,20181119nod01,nhw,geo,geo20,Chip
369,800888,18,2019-10-10,16:43:55,geoChem-Extra-CoFix,,18,No,,,PPM,,,,0,6145,,,,74066,893,,,,240132,967,,,,0,150,,,,0,104,,,,18816,96,,,,32520,129,,,,4338,122,,,,112,14,,,,62,18,,,,1040,27,,,,39773,177,,,,262,34,,,,35,5,,,,44,4,,,,69,3,,,,6,1,,,,0,1,,,,81,1,,,,570,4,,,,17,1,,,,128,2,,,,10,1,,,,12,2,,,,0,11,,,,0,13,,,,0,19,,,,0,25,,,,0,11,,,,0,48,,,,0,5,,,,13,2,,,,0,8,,,,27,4,,,,0,4,,,,587867,1510,20181119nod01,nhw,geo,geo20,Chip
369,800888,19,2019-10-10,16:46:10,geoChem-Extra-CoFix,,19,No,,,PPM,,,,0,4282,,,,69155,734,,,,289440,880,,,,0,101,,,,0,73,,,,28754,105,,,,16225,65,,,,2906,93,,,,148,12,,,,0,21,,,,220,13,,,,13805,70,,,,79,17,,,,13,3,,,,47,3,,,,50,2,,,,3,1,,,,0,1,,,,118,1,,,,422,2,,,,9,1,,,,194,2,,,,10,1,,,,7,1,,,,0,10,,,,0,11,,,,0,17,,,,0,22,,,,0,10,,,,0,41,,,,0,4,,,,14,1,,,,0,7,,,,20,3,,,,5,1,,,,578355,1200,bvr cobble lg,nhw,geo,geo21,Chip
369,800888,20,2019-10-10,16:48:55,geoChem-Extra-CoFix,,20,No,,,PPM,,,,0,6585,,,,54970,832,,,,250805,976,,,,0,142,,,,0,112,,,,29258,129,,,,15184,74,,,,2806,106,,,,128,14,,,,0,25,,,,395,18,,,,17527,96,,,,141,22,,,,20,4,,,,52,4,,,,61,3,,,,0,2,,,,0,1,,,,125,2,,,,431,3,,,,12,1,,,,204,2,,,,19,1,,,,17,2,,,,0,12,,,,0,14,,,,0,20,,,,0,25,,,,0,11,,,,0,47,,,,0,5,,,,20,2,,,,0,9,,,,39,4,,,,0,5,,,,627783,1377,bvr cobble lg,nhw,geo,geo21,Chip
